Table 1
date,temperaturemin,precipitation,,,,
2014-06-08,64.9,0.0,,,,
2014-06-11,68.0,0.58,,,,
2014-06-21,68.0,0.0,,,,
2014-07-24,68.0,1.45,,,,
2014-08-04,68.0,0.0,,,,
2014-08-06,70.0,0.0,,,,
2014-08-08,69.1,0.0,,,,
2014-08-26,60.1,0.0,,,,
2014-08-28,64.9,0.0,,,,
2014-09-05,71.1,0.0,,,,
2014-09-11,66.9,0.09,,,,
2014-09-21,63.0,0.12,,,,
2014-09-26,59.0,0.0,,,,
2014-09-28,54.0,0.0,,,,
2014-10-04,46.9,0.0,,,,
2014-10-06,45.0,0.0,,,,
2014-10-08,60.1,0.0,,,,
2014-10-12,57.0,0.02,,,,
2014-10-20,41.0,0.0,,,,
2014-10-29,55.0,0.18,,,,
2014-10-31,42.1,0.0,,,,
2014-11-05,46.9,0.0,,,,
2014-11-11,45.0,0.0,,,,
2014-11-12,50.0,0.0,,,,
2014-11-20,28.2,0.0,,,,
2014-11-23,34.0,0.64,,,,
2014-11-24,60.1,0.01,,,,
2014-12-01,44.1,0.0,,,,
2014-12-11,26.2,0.0,,,,
2014-12-18,31.1,0.0,,,,
2014-12-19,36.0,0.0,,,,
2014-12-27,31.1,0.0,,,,
2014-12-28,48.0,0.01,,,,
2014-12-31,26.2,0.0,,,,
2015-01-01,23.2,0.0,,,,
2015-01-15,31.1,0.0,,,,
2015-01-16,30.2,0.0,,,,
2015-01-19,31.1,0.0,,,,
2015-01-29,23.2,0.02,,,,
2015-01-30,29.1,0.0,,,,
2015-02-01,32.0,0.0,,,,
2015-02-03,22.1,0.0,,,,
2015-02-08,39.0,0.0,,,,
2015-02-12,29.1,0.0,,,,
2015-02-16,19.2,0.22,,,,
2015-02-18,19.2,0.06,,,,
2015-02-21,18.1,0.0,,,,
2015-02-22,34.0,0.08,,,,
2015-03-01,28.2,0.67,,,,
2015-03-12,48.9,0.0,,,,
2015-04-03,61.0,0.0,,,,
2015-04-15,52.0,0.31,,,,
2015-04-17,55.9,0.0,,,,
2015-04-19,63.0,0.76,,,,
2015-04-22,44.1,0.0,,,,
2015-04-29,43.0,0.0,,,,
2015-05-20,62.1,0.0,,,,
2015-05-22,52.0,0.0,,,,
2015-05-23,48.0,0.0,,,,
2015-05-30,66.0,0.0,,,,
2015-06-01,68.0,0.08,,,,
2015-06-02,66.9,0.15,,,,
2015-06-15,72.0,0.0,,,,
2015-06-16,73.0,0.0,,,,
2015-06-28,64.0,0.0,,,,
2015-07-02,72.0,0.24,,,,
2015-07-05,69.1,0.79,,,,
2015-07-07,70.0,0.0,,,,
2015-07-10,73.0,0.0,,,,
2015-07-18,73.9,0.02,,,,
2015-07-22,71.1,0.0,,,,
2015-07-25,64.0,0.0,,,,
2015-08-04,73.0,0.0,,,,
2015-08-06,71.1,1.68,,,,
2015-08-08,66.0,0.0,,,,
2015-08-11,69.1,0.29,,,,
2015-08-18,73.9,0.0,,,,
2015-08-23,61.0,0.0,,,,
2015-08-28,60.1,0.0,,,,
2015-09-03,69.1,0.0,,,,
2015-09-06,66.0,0.0,,,,
2015-09-10,71.1,0.21,,,,
2015-09-11,70.0,0.0,,,,
2015-09-13,55.0,0.0,,,,
2015-09-14,48.0,0.0,,,,
2015-09-15,50.0,0.0,,,,
2015-09-16,52.0,0.0,,,,
2015-09-25,64.0,1.42,,,,
2015-09-29,73.9,0.9,,,,
2015-10-04,57.9,0.13,,,,
2015-10-10,55.9,0.18,,,,
2015-10-20,34.0,0.0,,,,
2015-10-22,41.0,0.0,,,,
2015-10-25,55.9,0.0,,,,
2015-11-09,46.9,1.45,,,,
2015-11-17,37.9,0.0,,,,
2015-11-18,53.1,0.0,,,,
2015-11-19,55.9,1.86,,,,
2015-11-20,39.9,0.0,,,,
2015-11-22,36.0,0.0,,,,
2015-11-23,29.1,0.0,,,,
2015-11-25,30.2,0.0,,,,
2015-11-30,45.0,0.74,,,,
2015-12-01,43.0,0.04,,,,
2015-12-02,52.0,0.04,,,,
2015-12-03,39.0,0.0,,,,
2015-12-06,29.1,0.0,,,,
2015-12-07,41.0,0.0,,,,
2015-12-18,37.0,0.16,,,,
2015-12-20,27.1,0.0,,,,
2015-12-24,66.0,0.04,,,,
2015-12-28,51.1,0.15,,,,
2016-01-04,29.1,0.0,,,,
2016-01-10,37.0,0.05,,,,
2016-01-18,22.1,0.0,,,,
2016-01-21,26.2,0.0,,,,
2016-01-25,24.3,0.0,,,,
2016-02-01,46.9,0.0,,,,
2016-02-04,42.1,0.27,,,,
2016-02-05,29.1,0.01,,,,
2016-02-06,26.2,0.0,,,,
2016-02-12,25.2,0.0,,,,
2016-02-14,15.3,0.0,,,,
2016-02-26,31.1,0.0,,,,
2016-03-02,35.1,0.1,,,,
2016-03-11,63.0,0.0,,,,
2016-03-13,60.1,0.89,,,,
2016-03-14,57.9,1.87,,,,
2016-03-24,54.0,0.0,,,,
2016-03-26,55.0,0.06,,,,
2016-03-31,55.0,0.0,,,,
2016-04-01,66.9,0.01,,,,
2016-04-03,44.1,0.0,,,,
2016-04-07,53.1,0.09,,,,
2016-04-08,41.0,0.0,,,,
2016-04-11,46.9,0.0,,,,
2016-04-12,55.0,0.85,,,,
2016-04-14,37.9,0.0,,,,
2016-04-16,35.1,0.0,,,,
2016-04-25,53.1,0.0,,,,
2016-04-30,57.9,0.0,,,,
2016-05-04,55.0,0.0,,,,
2016-05-05,48.9,0.68,,,,
2016-05-14,52.0,0.0,,,,
2016-05-16,42.1,0.0,,,,
2016-05-17,57.0,0.27,,,,
2016-05-19,57.0,0.07,,,,
2016-05-21,62.1,0.3,,,,
2016-05-26,64.0,0.0,,,,
2016-05-29,64.9,1.95,,,,
2016-06-01,66.9,0.0,,,,
2016-06-08,57.9,0.0,,,,
2016-06-24,69.1,0.1,,,,
2016-06-28,71.1,1.25,,,,
2016-07-07,73.0,0.06,,,,
2016-07-15,71.1,1.58,,,,
2016-07-18,72.0,0.0,,,,
2016-07-24,73.9,0.0,,,,
2016-07-26,75.0,0.13,,,,
2016-07-28,73.9,0.0,,,,
2016-07-29,75.0,0.0,,,,
2016-09-10,73.9,0.0,,,,
2016-09-11,72.0,0.0,,,,
2016-09-13,64.0,0.0,,,,
2016-09-15,66.0,0.0,,,,
2016-09-16,68.0,0.0,,,,
2016-10-21,55.9,0.0,,,,
2016-10-23,39.9,0.0,,,,
2016-10-30,55.9,0.0,,,,
2016-11-18,39.0,0.0,,,,
2016-11-28,31.1,0.0,,,,
2016-11-29,57.9,0.06,,,,
2016-11-30,64.9,0.07,,,,
2016-12-02,33.1,0.0,,,,
2016-12-05,42.1,0.41,,,,
2016-12-07,37.0,0.0,,,,
2016-12-23,29.1,0.0,,,,
2017-01-22,53.1,0.09,,,,
2017-02-02,37.0,0.0,,,,
2017-02-04,26.2,0.0,,,,
2017-02-11,41.0,0.0,,,,
2017-02-14,30.2,0.0,,,,
2017-02-27,35.1,0.0,,,,
2017-03-01,59.0,0.97,,,,
2017-03-12,30.2,0.03,,,,
2017-03-16,24.3,0.0,,,,
2017-03-18,44.1,0.5,,,,
2017-03-24,37.0,0.0,,,,
2017-03-29,55.0,0.0,,,,
2017-04-14,53.1,0.0,,,,
2017-04-24,53.1,4.51,,,,
2017-05-28,66.9,0.08,,,,
2017-06-20,66.9,0.72,,,,
2017-07-06,68.0,0.0,,,,
2017-07-10,70.0,0.0,,,,
2017-08-15,75.9,0.07,,,,
2017-08-23,73.9,0.21,,,,
2017-08-24,71.1,0.0,,,,
2017-09-02,61.0,0.0,,,,
2017-09-08,51.1,0.0,,,,
2017-10-15,62.1,0.0,,,,
2017-10-24,52.0,0.0,,,,
2017-10-28,46.9,0.76,,,,
2017-11-02,55.0,0.0,,,,
2017-11-10,35.1,0.0,,,,
2017-11-13,42.1,0.64,,,,
2017-11-29,39.9,0.0,,,,
2017-12-15,31.1,0.0,,,,
2017-12-22,36.0,0.0,,,,
2017-12-23,48.0,0.0,,,,
2018-01-02,12.2,0.0,,,,
2018-01-04,18.1,0.0,,,,
2018-01-06,12.2,0.0,,,,
2018-01-09,29.1,0.0,,,,
2018-01-10,43.0,0.0,,,,
2018-01-21,31.1,0.0,,,,
2018-01-30,25.2,0.04,,,,
2018-01-31,19.2,0.0,,,,
2018-02-03,18.1,0.0,,,,
2018-02-08,33.1,0.0,,,,
2018-02-09,28.2,0.0,,,,
2018-02-12,42.1,0.08,,,,
2018-02-22,61.0,0.0,,,,
2018-02-25,60.1,0.0,,,,
2018-02-28,39.0,0.07,,,,
2018-03-14,31.1,0.0,,,,
2018-03-24,27.1,0.91,,,,
2018-03-25,33.1,0.3,,,,
2018-03-30,51.1,0.03,,,,
2018-03-31,39.9,0.0,,,,
2018-04-12,44.1,0.0,,,,
2018-04-16,41.0,0.0,,,,
2018-04-23,52.0,0.01,,,,
2018-04-25,51.1,0.0,,,,
2018-04-28,50.0,0.0,,,,
2018-05-05,63.0,0.0,,,,
2018-05-08,53.1,0.0,,,,
2018-05-11,59.0,0.0,,,,
2018-05-20,69.1,0.0,,,,
2018-05-21,68.0,0.72,,,,
2018-05-27,69.1,0.0,,,,
2018-05-28,69.1,0.28,,,,
2018-05-29,69.1,0.62,,,,
2018-05-30,73.0,0.49,,,,
2018-06-02,68.0,0.08,,,,
2018-06-03,69.1,0.0,,,,
2018-06-05,57.0,0.0,,,,
2018-06-06,61.0,0.23,,,,
2018-06-13,66.9,0.0,,,,
2018-06-28,68.0,0.0,,,,
2018-07-02,75.0,0.0,,,,
2018-07-04,72.0,0.0,,,,
2018-07-13,68.0,0.0,,,,
2018-07-22,68.0,1.11,,,,
2018-07-24,71.1,0.0,,,,
2018-07-26,68.0,0.0,,,,
2018-08-04,71.1,0.0,,,,
2018-08-16,68.0,0.0,,,,
2018-08-19,68.0,1.83,,,,
2018-08-24,55.0,0.0,,,,
2018-09-03,69.1,0.0,,,,
2018-09-05,71.1,0.0,,,,
2018-09-06,71.1,0.0,,,,
2018-09-07,71.1,0.03,,,,
2018-09-08,71.1,0.0,,,,
2018-09-09,66.9,0.15,,,,
2018-09-11,68.0,0.0,,,,
2018-09-15,73.0,1.85,,,,
2018-09-19,64.9,0.0,,,,
2018-09-22,66.9,0.0,,,,
2018-09-25,69.1,0.0,,,,
2018-09-30,62.1,0.0,,,,
2018-10-09,66.9,0.07,,,,
2018-10-14,48.9,0.0,,,,
2018-10-22,34.0,0.0,,,,
2018-10-23,42.1,0.0,,,,
2018-11-08,51.1,0.0,,,,
2018-11-09,50.0,0.07,,,,
2018-11-16,34.0,0.0,,,,
2018-11-20,37.9,0.0,,,,
2018-11-22,33.1,0.0,,,,
2018-11-28,25.2,0.0,,,,
2018-12-03,46.9,0.0,,,,
2018-12-08,31.1,0.0,,,,
2018-12-11,27.1,0.0,,,,
2018-12-12,24.3,0.0,,,,
2018-12-13,29.1,0.0,,,,
2018-12-23,28.2,0.01,,,,
2018-12-29,45.0,0.0,,,,
2019-01-05,44.1,0.01,,,,
2019-01-12,30.2,0.07,,,,
2019-01-14,31.1,0.0,,,,
2019-01-21,17.2,0.0,,,,
2019-01-22,17.2,0.0,,,,
2019-02-02,29.1,0.0,,,,
2019-02-09,33.1,0.0,,,,
2019-02-17,34.0,0.24,,,,
2019-02-25,37.0,0.0,,,,
2019-02-26,30.2,0.0,,,,
2019-03-01,39.0,0.65,,,,
2019-03-03,42.1,0.81,,,,
2019-03-09,41.0,0.01,,,,
2019-03-11,44.1,0.0,,,,
2019-03-18,32.0,0.0,,,,
2019-03-24,32.0,0.0,,,,
2019-04-06,53.1,0.0,,,,
2019-04-16,37.9,0.0,,,,
2019-04-21,44.1,0.0,,,,
2019-05-06,60.1,0.0,,,,
2019-05-13,57.0,1.32,,,,
2019-05-15,43.0,0.0,,,,
2019-05-26,72.0,0.05,,,,
2019-05-30,64.9,0.0,,,,
2019-06-02,62.1,0.0,,,,
2019-06-08,71.1,0.32,,,,
2019-06-16,66.0,0.0,,,,
2019-06-17,72.0,0.0,,,,
2019-06-19,71.1,0.02,,,,
2019-06-21,64.9,0.0,,,,
2019-07-02,68.0,0.0,,,,
2019-07-05,70.0,0.31,,,,
2019-07-08,73.9,0.17,,,,
2019-07-10,72.0,0.0,,,,
2019-07-22,73.9,0.06,,,,
2019-07-23,64.0,1.16,,,,
2019-07-29,66.0,0.0,,,,
2019-08-03,70.0,0.0,,,,
2019-08-07,72.0,0.14,,,,
2019-08-14,73.0,0.12,,,,
2019-08-20,71.1,0.0,,,,
2019-08-24,64.0,0.32,,,,
2019-08-25,63.0,0.04,,,,
2019-09-02,70.0,0.0,,,,
2019-09-06,69.1,0.1,,,,
2019-09-09,71.1,0.0,,,,
2019-09-16,69.1,0.0,,,,
2019-09-20,50.0,0.0,,,,
2019-09-26,70.0,0.0,,,,
2019-10-16,52.0,0.47,,,,
2019-10-19,39.0,0.03,,,,
2019-10-20,55.9,1.57,,,,
2019-10-29,55.0,0.0,,,,
2019-11-07,41.0,0.08,,,,
2019-11-15,39.0,0.07,,,,
2019-11-18,41.0,0.24,,,,
2019-11-20,37.9,0.0,,,,
2019-11-22,48.9,0.0,,,,
2019-11-25,32.0,0.0,,,,
2019-11-26,34.0,0.0,,,,
2019-12-07,34.0,0.0,,,,
2019-12-15,35.1,0.0,,,,
2019-12-20,25.0,0.0,,,,
2019-12-25,32.0,0.0,,,,
2019-12-29,57.0,0.09,,,,
2019-12-30,48.9,0.0,,,,
2020-01-02,35.1,0.1,,,,
2020-01-07,30.0,0.07,,,,
2020-01-08,28.9,0.0,,,,
2020-01-15,57.0,0.0,,,,
2020-01-17,36.0,0.0,,,,
2020-01-21,24.1,0.0,,,,
2020-01-22,24.1,0.0,,,,
2020-02-01,36.0,0.04,,,,
2020-02-05,60.1,0.2,,,,
2020-02-06,60.1,2.35,,,,
2020-02-10,36.0,0.0,,,,
2020-02-12,51.1,0.0,,,,
2016-08-02,73.0,0.28,,,,
2016-08-06,73.9,0.0,,,,
2016-08-18,73.9,0.0,,,,
2016-08-20,73.9,0.0,,,,
2016-08-21,73.9,0.0,,,,
2016-08-25,64.9,0.0,,,,
2016-08-28,71.1,0.0,,,,
2016-09-20,71.1,0.02,,,,
2016-09-28,66.0,0.45,,,,
2016-10-01,66.0,0.0,,,,
2016-10-17,57.0,0.0,,,,
2016-10-24,46.9,0.0,,,,
2016-10-25,44.1,0.0,,,,
2016-10-26,39.0,0.0,,,,
2016-11-01,52.0,0.0,,,,
2016-11-09,46.9,0.0,,,,
2016-12-27,52.0,0.01,,,,
2017-01-02,46.9,1.08,,,,
2017-01-05,29.1,0.0,,,,
2017-01-06,32.0,0.25,,,,
2017-01-14,42.1,0.0,,,,
2017-02-03,34.0,0.06,,,,
2017-02-05,27.1,0.01,,,,
2017-02-22,51.1,0.0,,,,
2017-03-05,30.2,0.0,,,,
2017-03-25,52.0,0.0,,,,
2017-04-04,63.0,0.0,,,,
2017-04-10,48.9,0.0,,,,
2017-04-13,54.0,0.0,,,,
2017-05-02,60.1,0.0,,,,
2017-05-07,45.0,0.0,,,,
2017-05-08,43.0,0.0,,,,
2017-05-10,57.0,0.45,,,,
2017-05-15,60.1,0.0,,,,
2017-05-24,64.9,0.29,,,,
2017-05-25,60.1,0.82,,,,
2017-06-10,61.0,0.0,,,,
2017-06-21,66.0,0.2,,,,
2017-06-30,69.1,0.05,,,,
2017-07-08,71.1,0.05,,,,
2017-07-12,75.0,0.0,,,,
2017-07-17,71.1,0.02,,,,
2017-07-25,73.9,0.0,,,,
2017-07-26,72.0,0.0,,,,
2017-07-29,70.0,0.01,,,,
2017-08-01,60.1,0.0,,,,
2017-08-06,64.9,0.0,,,,
2017-08-09,66.9,0.0,,,,
2017-08-11,73.0,1.2,,,,
2017-08-14,73.0,0.21,,,,
2017-08-26,68.0,0.0,,,,
2017-08-28,62.1,0.03,,,,
2017-09-09,53.1,0.0,,,,
2017-09-18,64.9,0.0,,,,
2017-09-20,62.1,0.0,,,,
2017-10-03,50.0,0.0,,,,
2017-10-25,42.1,0.0,,,,
2017-11-04,55.9,0.0,,,,
2017-11-06,53.1,0.0,,,,
2017-11-14,43.0,0.0,,,,
2017-11-22,42.1,0.03,,,,
2017-11-30,35.1,0.0,,,,
2017-12-07,39.9,0.0,,,,
2011-02-12,24.1,0.0,,,,
2011-02-14,37.9,0.0,,,,
2011-02-19,48.0,0.0,,,,
2011-02-24,37.0,0.02,,,,
2011-03-02,30.0,0.0,,,,
2011-04-13,46.9,0.0,,,,
2011-04-15,48.9,0.0,,,,
2011-04-18,50.0,0.0,,,,
2011-04-23,54.0,0.01,,,,
2011-05-05,42.1,0.0,,,,
2011-05-10,54.0,0.16,,,,
2011-05-14,63.0,0.12,,,,
2011-06-16,68.0,0.0,,,,
2011-06-21,71.1,0.0,,,,
2011-06-25,70.0,0.0,,,,
2011-06-27,73.0,0.03,,,,
2011-06-29,68.0,0.04,,,,
2011-07-10,69.1,0.0,,,,
2011-07-21,77.0,0.0,,,,
2011-07-24,79.0,0.0,,,,
2011-07-28,75.0,0.0,,,,
2011-08-04,77.0,0.0,,,,
2011-08-22,70.0,0.0,,,,
2011-08-24,64.9,0.0,,,,
2011-08-26,73.9,0.0,,,,
2011-08-29,66.9,1.36,,,,
2011-10-31,34.0,0.27,,,,
2011-11-16,62.1,0.0,,,,
2011-12-27,42.1,0.56,,,,
2012-01-03,24.1,0.0,,,,
2012-01-27,46.0,0.22,,,,
2012-02-03,34.0,0.0,,,,
2012-02-29,48.0,0.05,,,,
2012-03-01,52.0,0.01,,,,
2012-04-05,46.9,0.17,,,,
2012-04-15,57.9,0.0,,,,
2012-04-24,36.0,0.0,,,,
2012-05-03,64.0,0.0,,,,
2012-05-06,61.0,0.01,,,,
2012-05-09,57.9,0.51,,,,
2012-05-18,59.0,0.0,,,,
2012-05-25,62.1,0.0,,,,
2012-05-26,66.0,0.0,,,,
2012-05-27,66.0,0.35,,,,
2012-06-13,63.0,0.28,,,,
2012-06-25,72.0,0.0,,,,
2012-06-26,61.0,0.0,,,,
2012-06-30,70.0,0.0,,,,
2012-07-01,75.0,0.0,,,,
2012-07-06,71.1,0.0,,,,
2012-07-13,72.0,0.0,,,,
2012-07-15,73.9,0.0,,,,
2012-07-31,71.1,0.0,,,,
2012-08-11,72.0,0.4,,,,
2012-08-21,69.1,0.0,,,,
2012-08-25,63.0,0.41,,,,
2012-08-31,71.1,0.0,,,,
2012-09-07,71.1,0.0,,,,
2012-09-10,55.0,0.0,,,,
2012-09-11,55.0,0.0,,,,
2012-09-19,57.0,0.0,,,,
2012-09-22,63.0,0.0,,,,
2012-09-28,62.1,0.06,,,,
2012-10-04,64.0,0.0,,,,
2012-10-23,46.0,0.0,,,,
2012-11-21,36.0,0.0,,,,
2012-11-30,30.9,0.0,,,,
2012-12-11,50.0,0.0,,,,
2012-12-13,33.1,0.13,,,,
2012-12-20,39.9,0.42,,,,
2012-12-31,25.0,0.0,,,,
2013-01-15,44.1,0.01,,,,
2013-01-16,42.1,0.18,,,,
2013-01-18,28.9,0.06,,,,
2013-01-21,28.9,0.0,,,,
2013-02-17,24.1,0.0,,,,
2013-02-24,39.9,0.08,,,,
2013-02-28,33.1,0.0,,,,
2013-03-08,30.9,0.0,,,,
2013-03-09,33.1,0.0,,,,
2013-03-10,32.0,0.0,,,,
2013-03-11,39.0,0.0,,,,
2013-03-21,30.9,0.0,,,,
2013-03-24,34.0,0.73,,,,
2013-03-25,35.1,0.0,,,,
2013-03-28,28.0,0.0,,,,
2013-04-09,57.0,0.0,,,,
2013-04-12,63.0,1.04,,,,
2013-05-06,55.9,1.41,,,,
2013-05-08,52.0,0.18,,,,
2013-05-14,39.0,0.0,,,,
2013-05-19,64.0,0.54,,,,
2013-05-21,69.1,0.0,,,,
2013-05-27,48.9,0.0,,,,
2013-05-30,64.0,0.0,,,,
2013-05-31,66.0,0.0,,,,
2013-06-10,70.0,0.66,,,,
2013-06-13,68.0,0.05,,,,
2013-06-18,69.1,0.14,,,,
2013-06-19,64.9,0.0,,,,
2013-06-22,69.1,0.0,,,,
2013-06-27,66.9,0.0,,,,
2013-07-01,69.1,0.72,,,,
2013-07-05,72.0,0.0,,,,
2013-07-07,70.0,0.0,,,,
2013-07-17,73.9,0.0,,,,
2013-07-21,73.0,0.0,,,,
2013-07-22,72.0,0.0,,,,
2013-07-28,69.1,0.46,,,,
2013-08-16,59.0,0.0,,,,
2013-08-28,70.0,0.0,,,,
2013-09-11,68.0,0.0,,,,
2013-09-12,70.0,0.0,,,,
2013-09-18,51.1,0.0,,,,
2013-09-23,54.0,0.0,,,,
2013-09-27,52.0,0.0,,,,
2013-09-28,50.0,0.0,,,,
2013-10-02,57.0,0.0,,,,
2013-10-04,62.1,0.0,,,,
2013-10-23,46.0,0.0,,,,
2013-10-26,29.1,0.0,,,,
2013-10-27,39.9,0.0,,,,
2013-12-12,25.2,0.0,,,,
2013-12-14,37.9,0.85,,,,
2013-12-16,28.2,0.0,,,,
2013-12-21,50.0,0.0,,,,
2014-01-01,29.1,0.0,,,,
2014-01-06,16.2,0.13,,,,
2014-01-13,33.1,0.0,,,,
2014-01-20,30.2,0.0,,,,
2014-01-21,26.2,0.1,,,,
2014-01-26,22.1,0.0,,,,
2014-02-09,29.1,0.0,,,,
2014-02-19,48.9,0.5,,,,
2014-02-21,41.0,0.4,,,,
2014-03-01,28.2,0.0,,,,
2014-03-14,24.3,0.0,,,,
2014-04-04,57.0,0.0,,,,
2014-04-15,39.0,1.32,,,,
2014-04-18,37.9,0.18,,,,
2014-04-22,46.9,0.0,,,,
2014-05-05,55.0,0.0,,,,
2014-05-07,59.0,0.0,,,,
2014-05-13,66.9,0.0,,,,
2014-05-15,66.9,3.38,,,,
2014-07-11,69.1,0.0,,,,
2014-07-12,66.0,0.0,,,,
2014-07-20,68.0,0.93,,,,
2014-07-25,66.0,0.0,,,,
2014-07-30,63.0,0.0,,,,
2014-08-24,63.0,0.0,,,,
2014-08-29,72.0,0.07,,,,
2014-09-02,71.1,0.0,,,,
2014-09-06,71.1,0.0,,,,
2014-09-27,55.0,0.0,,,,
2014-10-01,55.9,0.0,,,,
2014-10-10,57.9,0.63,,,,
2014-10-16,53.1,0.0,,,,
2014-10-17,48.9,0.0,,,,
2014-11-06,50.0,0.21,,,,
2014-11-13,44.1,0.0,,,,
2014-11-14,29.1,0.0,,,,
2014-11-15,25.2,0.0,,,,
2014-11-22,22.1,0.0,,,,
2014-11-27,35.1,0.05,,,,
2014-11-30,36.0,0.0,,,,
2014-12-02,46.0,0.0,,,,
2014-12-06,46.0,0.16,,,,
2014-12-09,35.1,0.5,,,,
2014-12-21,37.9,0.0,,,,
2014-12-22,36.0,0.4,,,,
2014-12-30,28.2,0.02,,,,
2015-01-02,41.0,0.0,,,,
2015-01-08,11.1,0.0,,,,
2015-01-13,31.1,0.03,,,,
2015-01-14,28.2,0.01,,,,
2015-01-20,39.0,0.0,,,,
2015-01-23,35.1,0.67,,,,
2015-01-25,29.1,0.0,,,,
2015-01-27,30.2,0.01,,,,
2015-02-06,17.2,0.0,,,,
2015-02-07,26.2,0.0,,,,
2015-02-10,36.0,0.17,,,,
2015-02-14,22.1,0.0,,,,
2015-03-03,35.1,0.07,,,,
2015-03-13,42.1,0.02,,,,
2015-03-15,48.0,0.0,,,,
2015-03-31,35.1,0.0,,,,
2015-04-06,52.0,0.0,,,,
2015-04-13,50.0,0.0,,,,
2015-04-23,48.9,0.0,,,,
2015-04-24,37.9,0.0,,,,
2015-04-25,45.0,0.34,,,,
2015-05-02,46.0,0.0,,,,
2015-05-08,57.0,0.0,,,,
2015-05-12,68.0,0.0,,,,
2015-05-18,69.1,0.0,,,,
2015-05-21,57.0,0.24,,,,
2015-06-03,63.0,0.02,,,,
2015-06-05,60.1,0.01,,,,
2015-06-06,59.0,0.0,,,,
2015-06-26,69.1,1.26,,,,
2015-07-01,66.9,0.0,,,,
2015-07-12,66.0,0.0,,,,
2015-07-13,71.1,0.65,,,,
2015-07-16,72.0,0.0,,,,
2015-07-17,68.0,0.0,,,,
2015-07-26,66.0,0.0,,,,
2015-07-27,72.0,0.0,,,,
2015-07-30,73.0,0.0,,,,
2015-08-02,64.9,0.0,,,,
2015-08-12,64.9,0.0,,,,
2015-08-16,69.1,0.0,,,,
2015-08-25,72.0,0.0,,,,
2015-08-26,69.1,0.0,,,,
2015-08-30,63.0,0.0,,,,
2015-09-08,70.0,0.04,,,,
2015-09-12,68.0,0.34,,,,
2015-09-19,62.1,0.0,,,,
2015-09-26,64.0,1.02,,,,
2015-09-28,70.0,0.28,,,,
2015-09-30,66.0,0.06,,,,
2015-10-03,53.1,1.23,,,,
2015-10-05,55.9,0.12,,,,
2015-10-06,51.1,0.0,,,,
2015-10-08,57.0,0.0,,,,
2015-10-15,46.9,0.0,,,,
2015-10-17,39.0,0.0,,,,
2015-10-18,33.1,0.0,,,,
2015-10-23,48.9,0.0,,,,
2015-10-28,63.0,0.46,,,,
2015-10-30,45.0,0.0,,,,
2015-11-02,59.0,1.52,,,,
2015-11-03,59.0,0.53,,,,
2015-11-06,64.9,0.0,,,,
2015-11-11,46.0,0.0,,,,
2015-11-21,32.0,0.0,,,,
2015-11-27,43.0,0.0,,,,
2015-11-29,48.9,0.13,,,,
2015-12-08,36.0,0.0,,,,
2015-12-09,42.1,0.0,,,,
2015-12-10,44.1,0.0,,,,
2015-12-14,62.1,0.04,,,,
2015-12-21,36.0,0.0,,,,
2015-12-22,51.1,0.66,,,,
2015-12-26,63.0,0.01,,,,
2016-01-01,43.0,0.0,,,,
2016-01-05,23.2,0.0,,,,
2016-01-12,28.2,0.0,,,,
2016-01-16,42.1,0.0,,,,
2016-01-17,29.1,0.13,,,,
2016-01-20,18.1,0.0,,,,
2016-01-29,31.1,0.0,,,,
2016-02-08,28.2,0.09,,,,
2016-02-16,35.1,1.16,,,,
2016-02-18,32.0,0.0,,,,
2016-02-20,43.0,0.0,,,,
2016-02-22,45.0,0.87,,,,
2016-02-23,43.0,0.19,,,,
2016-02-27,24.3,0.0,,,,
2016-02-29,46.0,0.0,,,,
2016-03-06,37.0,0.04,,,,
2016-03-08,46.9,0.0,,,,
2016-03-12,59.0,0.0,,,,
2016-03-21,37.0,0.0,,,,
2016-03-22,32.0,0.0,,,,
2016-03-25,64.0,0.04,,,,
2016-03-27,54.0,0.73,,,,
2016-03-28,54.0,0.08,,,,
2016-04-02,55.9,0.25,,,,
2016-04-15,39.9,0.0,,,,
2016-04-18,42.1,0.0,,,,
2016-05-06,50.0,0.68,,,,
2016-05-08,60.1,0.0,,,,
2016-05-20,55.9,0.0,,,,
2016-05-22,53.1,0.22,,,,
2016-05-24,50.0,0.0,,,,
2016-05-30,66.0,0.5,,,,
2016-06-03,70.0,0.07,,,,
2016-06-11,69.1,0.0,,,,
2016-06-12,70.0,0.0,,,,
2016-06-14,59.0,0.0,,,,
2016-06-17,66.9,0.1,,,,
2016-06-20,55.9,0.0,,,,
2016-06-21,66.9,0.0,,,,
2016-06-22,72.0,0.12,,,,
2016-07-09,68.0,0.0,,,,
2016-07-10,69.1,0.0,,,,
2016-07-13,72.0,0.0,,,,
2016-07-20,70.0,0.0,,,,
2016-07-30,73.9,0.03,,,,
2016-08-09,75.0,0.0,,,,
2016-08-14,77.0,0.0,,,,
2016-08-24,64.0,0.0,,,,
2016-08-29,69.1,0.0,,,,
2016-08-30,66.9,0.0,,,,
2016-08-31,71.1,0.0,,,,
2016-09-01,71.1,0.01,,,,
2016-09-02,64.0,1.13,,,,
2016-09-09,71.1,0.0,,,,
2016-09-19,71.1,1.3,,,,
2016-09-30,71.1,0.14,,,,
2016-10-07,64.9,0.36,,,,
2016-10-10,45.0,0.0,,,,
2016-10-11,43.0,0.0,,,,
